item,airport_code,airport_name,city,state,date,incident_type,location
Firearms,JNU,Juneau International Airport,Juneau,AK,6/16/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Mace/Pepper Spray,GPI,Glacier Park International Airport,Kalispell,MT,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,LAS,Mccarran International Airport,Las Vegas,NV,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,LAS,Mccarran International Airport,Las Vegas,NV,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,LAS,Mccarran International Airport,Las Vegas,NV,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,LAS,Mccarran International Airport,Las Vegas,NV,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Realistic Replicas of Firearms,LAS,Mccarran International Airport,Las Vegas,NV,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,LAS,Mccarran International Airport,Las Vegas,NV,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,LNK,Lincoln Airport,Lincoln,NE,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
BB/Paint/Flare/Spear/Pellet Guns,LAX,Los Angeles International Airport,Los Angeles,CA,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,MIA,Miami International Airport,Miami,FL,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,BNA,Nashville International Airport,Nashville,TN,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,MSY,New Orleans International Airport,New Orleans,LA,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,JFK,John F. Kennedy International Airport,New York,NY,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,JFK,John F. Kennedy International Airport,New York,NY,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,EWR,Newark Liberty International Airport,Newark,NJ,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",EWR,Newark Liberty International Airport,Newark,NJ,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",SNA,John Wayne Airport,Orange County,CA,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SNA,John Wayne Airport,Orange County,CA,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,ECP,Northwest Florida Beaches International Airport,Panama City,FL,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,PIT,Pittsburgh International Airport,Pittsburgh,PA,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,PIT,Pittsburgh International Airport,Pittsburgh,PA,6/16/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Ammunition,PVD,T.F. Green Airport,Providence,RI,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,RAP,Rapid City Regional Airport,Rapid City,SD,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,RDU,Raleigh-Durham International Airport,Rdu Airport,NC,6/16/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Part of Firearms or Ammunition,RDU,Raleigh-Durham International Airport,Rdu Airport,NC,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SMF,Sacramento International Airport,Sacramento,CA,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SMF,Sacramento International Airport,Sacramento,CA,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SMF,Sacramento International Airport,Sacramento,CA,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,STL,Lambert-St. Louis International Airport,Saint Louis,MO,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,STL,Lambert-St. Louis International Airport,Saint Louis,MO,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,STL,Lambert-St. Louis International Airport,Saint Louis,MO,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,SLC,Salt Lake City International Airport,Salt Lake City,UT,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SLC,Salt Lake City International Airport,Salt Lake City,UT,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,SAT,San Antonio International Airport,San Antonio,TX,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SAT,San Antonio International Airport,San Antonio,TX,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,SAT,San Antonio International Airport,San Antonio,TX,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SAN,San Diego International Airport,San Diego,CA,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SAN,San Diego International Airport,San Diego,CA,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SAN,San Diego International Airport,San Diego,CA,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Fuel/Gasoline/Paint Thinner,SBP,San Luis County Regional Airport,San Luis Obispo,CA,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",SEA,Seattle/Tacoma International Airport,Seattle,WA,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,SEA,Seattle/Tacoma International Airport,Seattle,WA,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,SEA,Seattle/Tacoma International Airport,Seattle,WA,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SHV,Shreveport Regional Airport,Shreveport,LA,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Mace/Pepper Spray,GEG,Spokane International Airport,Spokane,WA,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,SGF,Springfield Branson Regional Airport,Springfield,MO,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SGF,Springfield Branson Regional Airport,Springfield,MO,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Fireworks,TPA,Tampa International Airport,Tampa,FL,6/16/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Part of Firearms or Ammunition,TPA,Tampa International Airport,Tampa,FL,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,IPT,Williamsport Regional Airport,Williamsport,PA,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Hand Granades (real and inert),BQN,Aguadilla Airport,Aguadilla,PR,6/17/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",ACV,Arcata Airport,Arcata/Eureka,CA,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,ATL,Atlanta International Airport,Atlanta,GA,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,ATL,Atlanta International Airport,Atlanta,GA,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,BFL,Meadows Field Airport,Bakersfield,CA,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,BOS,Boston Logan International Airport,Boston,MA,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,BOS,Boston Logan International Airport,Boston,MA,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,BUF,Buffalo Niagara International Airport,Buffalo,NY,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,BWI,Baltimore / Washington International Airport,BWI Airport,MD,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Explosive Device,ORD,Chicago O'hare International Airport,Chicago,IL,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,CVG,Cincinnati / Northern Kentucky International Airport,Cincinnati,OH,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,CLL,Easterwood Airport,College Station,TX,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,DAL,Dallas Love Field,Dallas,TX,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DAL,Dallas Love Field,Dallas,TX,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DFW,Dallas/Fort Worth International Airport,Dallas,TX,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DAL,Dallas Love Field,Dallas,TX,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DFW,Dallas/Fort Worth International Airport,Dallas,TX,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,DEN,Denver International Airport,Denver,CO,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DSM,Des Moines International Airport,Des Moines,IA,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DTW,Detroit Metro Airport,Detroit,MI,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",HNL,Honolulu International Airport,Honolulu,HI,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,HNL,Honolulu International Airport,Honolulu,HI,6/17/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Ammunition,HOU,Hobby Airport,Houston,TX,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,IAH,Bush Intercontinental Airport,Houston,TX,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,JAX,Jacksonville International Airport,Jacksonville,FL,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,JNU,Juneau International Airport,Juneau,AK,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,GPI,Glacier Park International Airport,Kalispell,MT,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,MCI,Kansas City International Airport,Kansas City,MO,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,MCI,Kansas City International Airport,Kansas City,MO,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,KTN,Ketchikan International Airport,Ketchikan,AK,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,LAS,Mccarran International Airport,Las Vegas,NV,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Flares,LIH,Lihue Airport,Lihue,HI,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",SDF,Louisville International Airport,Louisville,KY,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,LBB,Lubbock International Airport,Lubbock,TX,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,MFE,Mcallen-Miller International Airport,Mcallen,TX,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,MEM,Memphis Airport,Memphis,TN,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,MEM,Memphis Airport,Memphis,TN,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,MSP,Minneapolis/St. Paul International Airport,Minneapolis,MN,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,MSP,Minneapolis/St. Paul International Airport,Minneapolis,MN,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,MSP,Minneapolis/St. Paul International Airport,Minneapolis,MN,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,BNA,Nashville International Airport,Nashville,TN,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,BNA,Nashville International Airport,Nashville,TN,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,BNA,Nashville International Airport,Nashville,TN,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,OAK,Oakland International Airport,Oakland,CA,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,OAK,Oakland International Airport,Oakland,CA,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,MCO,Orlando International Airport,Orlando,FL,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,ECP,Northwest Florida Beaches International Airport,Panama City,FL,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,PHL,Philadelphia International Airport,Philadelphia,PA,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,PDX,Portland International Airport,Portland,OR,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,RDU,Raleigh-Durham International Airport,Rdu Airport,NC,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,RDM,Roberts Field,Redmond,OR,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,RNO,Reno-Tahoe International Airport,Reno,NV,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,SMF,Sacramento International Airport,Sacramento,CA,6/17/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
